urban_area,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Killeen, TX",Coryell County,10804,4347,22.8,802,369,18.4,8.1,693,390,15.9,8.7
"Killeen, TX",Coryell County,10803,2979,17.1,519,147,17.4,4.3,80,77,2.7,2.6
,Coryell County,10201,7097,26.1,1735,243,24.4,0.3,68,54,24.9,28.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,13726,3316,23.2,1229,491,37.1,14.1,305,369,9.2,11.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,16624,3075,21.8,679,201,22.1,6.2,211,155,6.9,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,16622,4168,26.4,548,260,13.2,6.0,329,183,7.9,4.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,7911,3071,30.6,472,280,15.4,8.9,460,220,15.0,6.9
,Lynn County,950400,1936,21.1,715,134,36.9,6.4,272,94,14.1,4.8
,Lynn County,950600,1338,22.9,796,161,59.5,9.6,317,137,23.7,9.8
,Lynn County,950500,2532,22.7,1210,150,47.8,5.6,446,186,18.0,7.4
,Guadalupe County,210506,3062,21.5,1008,371,32.9,11.5,409,214,13.4,6.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,10903,3712,33.8,1921,571,51.8,14.6,806,334,21.7,8.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,1703,3271,25.7,237,133,7.2,4.0,225,105,6.9,3.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,19212,4295,42.5,4104,507,95.5,5.8,2346,605,54.6,12.8
"Amarillo, TX",Potter County,10100,2088,21,331,159,15.8,7.3,418,158,20.1,7.0
"Amarillo, TX",Potter County,10300,1307,36.7,451,180,34.5,12.6,435,159,33.7,10.9
"Amarillo, TX",Potter County,10400,3385,17.4,473,172,14.0,5.0,270,167,8.0,4.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,20300,2270,30.2,138,117,6.1,5.1,781,213,35.9,8.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20500,5314,34.4,1324,350,24.9,5.9,2850,637,55.9,10.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20600,2449,10.4,218,137,8.9,5.5,32,20,1.3,0.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,20700,4333,19,764,281,17.6,6.3,52,44,1.2,1.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14127,8159,24.9,566,255,6.9,3.1,498,226,6.1,2.8
,Montgomery County,691302,5748,19.8,985,228,17.1,3.7,861,460,15.6,8.2
,Montgomery County,691602,5686,23.5,1516,721,26.7,12.1,960,561,16.9,9.6
"Amarillo, TX",Potter County,10200,1888,10.4,95,51,5.0,2.7,10,11,0.5,0.6
,Montgomery County,693102,5437,26.1,3375,541,62.1,8.0,1176,561,21.6,10.1
"Houston, TX",Montgomery County,692801,8768,19.9,1402,396,16.0,4.3,1449,498,16.5,5.5
,San Patricio County,11100,2530,24.5,1865,257,73.7,5.8,562,189,22.2,7.0
"Austin, TX",Williamson County,20804,9703,18,955,380,9.8,3.9,215,125,2.2,1.3
"Austin, TX",Williamson County,21507,9368,24.6,2998,613,32.0,5.9,957,534,10.2,5.6
"Austin, TX",Williamson County,20603,9876,12.5,1120,385,11.3,3.9,331,252,3.4,2.5
"Austin, TX",Williamson County,21504,7022,21.6,1412,436,20.1,5.9,375,293,5.3,4.1
"Austin, TX",Williamson County,20806,3136,21.9,1212,250,38.6,7.0,319,333,10.2,10.6
,Cameron County,10402,6303,21.6,4553,877,72.2,9.3,1569,513,25.0,7.3
,Bosque County,950100,4011,20.4,728,150,18.1,3.5,776,168,19.4,4.0
,Bosque County,950400,3454,16,334,125,9.7,3.5,145,72,4.2,2.0
,Bosque County,950300,1798,16,145,82,8.1,4.4,381,141,21.3,7.4
,Bosque County,950700,2541,20.2,321,111,12.6,4.2,304,155,12.1,6.1
,Bosque County,950600,1714,15.5,176,100,10.3,5.7,119,46,6.9,2.5
,Bosque County,950200,1660,22.9,413,116,24.9,6.3,309,93,19.6,5.4
"Austin, TX",Williamson County,21506,3262,18.9,932,282,28.6,8.3,78,81,2.4,2.5
"Austin, TX",Williamson County,20111,3052,13.1,334,250,10.9,8.1,185,111,6.1,3.6
"Amarillo, TX",Potter County,11500,3599,21.4,769,194,21.4,5.0,519,265,14.4,7.2
"Amarillo, TX",Potter County,10600,2408,29.3,1988,274,82.6,6.7,1072,234,45.4,8.4
"Amarillo, TX",Potter County,10700,3590,20.8,2160,428,60.2,10.7,392,199,10.9,5.5
"Amarillo, TX",Potter County,11000,1872,25.8,1275,194,68.1,7.0,671,201,36.0,10.0
"Austin, TX",Williamson County,20807,7397,22.1,2599,668,35.1,8.3,426,314,5.8,4.2
"Austin, TX",Williamson County,20315,5530,21.8,605,213,10.9,3.8,198,148,3.6,2.7
"Austin, TX",Williamson County,20313,9363,20.5,1912,456,20.4,4.6,583,227,6.2,2.4
"Austin, TX",Williamson County,20322,8981,20.4,1369,449,15.2,4.9,496,249,5.5,2.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,12301,5329,25.2,4042,531,75.8,7.9,1825,602,34.2,11.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,12302,7352,31.3,3562,807,48.5,9.5,3282,609,45.7,6.8
"Amarillo, TX",Potter County,11600,4565,22.4,969,312,21.2,6.6,720,280,15.8,6.0
"Austin, TX",Williamson County,20312,8185,22.3,3878,971,47.4,11.1,461,361,5.7,4.4
,Milam County,950700,5903,22.1,1835,353,31.1,5.8,1579,395,27.6,6.8
,Milam County,950100,2446,20.6,615,200,25.1,7.5,608,236,24.9,9.1
,Milam County,950300,3888,19.8,942,346,24.2,8.4,774,361,19.9,9.0
,Milam County,950500,2973,19.3,322,144,10.8,4.7,491,167,16.5,5.4
,Milam County,950800,2919,20.4,532,167,18.2,5.5,183,83,6.3,2.8
"Austin, TX",Williamson County,20327,2443,19.7,416,213,17.0,8.6,376,286,15.4,11.6
"Austin, TX",Williamson County,20323,3276,22.7,744,312,22.7,9.3,312,211,9.5,6.4
"Austin, TX",Williamson County,20316,3604,23.4,428,206,11.9,5.5,287,157,8.0,4.2
"Austin, TX",Williamson County,20410,6104,23.3,959,292,15.7,4.6,452,296,7.4,4.8
"Amarillo, TX",Potter County,11700,4297,27,1035,293,24.1,6.4,874,332,22.2,8.2
"Amarillo, TX",Potter County,11900,3343,24.2,1049,305,31.4,8.5,734,304,22.0,8.8
"Wichita Falls, TX",Wichita County,13401,5635,28.2,803,272,14.2,2.9,19,22,3.0,3.2
"Amarillo, TX",Potter County,12000,1834,27.7,727,215,39.6,10.6,734,264,40.2,13.6
"Amarillo, TX",Potter County,12200,4218,28.3,2948,533,69.9,8.9,1195,530,28.4,12.1
"Amarillo, TX",Potter County,12600,3570,26.9,2327,566,65.2,13.8,1423,398,39.9,10.1
,Collin County,31003,4266,20.6,1112,390,26.1,8.7,843,372,19.8,8.5
,Collin County,30203,15155,19.7,3113,940,20.5,6.1,1216,727,8.1,4.8
,Collin County,30302,2366,14.8,58,56,2.5,2.4,145,227,6.1,9.6
,Collin County,30603,7202,21.3,1674,671,23.2,9.2,314,308,4.4,4.3
"Amarillo, TX",Potter County,12800,4310,28.1,2554,348,59.3,6.2,1346,351,31.4,7.7
"Amarillo, TX",Potter County,13000,1647,29.2,397,188,24.1,10.7,560,189,34.0,10.1
"Amarillo, TX",Potter County,13200,1706,14.5,194,135,11.4,7.8,107,77,7.1,5.1
,Collin County,30529,3220,17.8,293,176,9.1,5.4,87,89,2.8,2.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31312,6767,12.4,685,249,10.1,3.6,175,136,2.6,2.0
"Dallas--Fort Worth--Arlington, TX",Collin County,32010,4892,26.5,2177,408,44.5,7.5,673,358,13.8,7.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31202,4288,19.5,620,364,14.5,8.4,336,274,7.9,6.4
,Collin County,30201,2669,18.5,391,228,14.7,8.4,52,39,1.9,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31201,5368,17.6,894,242,16.6,4.3,482,233,9.0,4.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31713,4163,30.7,731,354,17.6,8.3,607,372,14.6,8.8
,Collin County,31004,5829,22.4,1445,456,24.8,7.5,782,347,13.4,5.9
,Collin County,30305,9007,19.2,1569,380,17.4,4.1,1194,418,13.4,4.6
,Collin County,30303,6157,21.2,609,342,9.9,5.5,463,256,7.5,4.1
,Collin County,30304,2872,20,258,183,9.0,6.3,566,541,19.8,18.8
,Cameron County,10500,2339,28.5,2227,346,95.2,5.2,1115,312,48.8,11.8
"Amarillo, TX",Potter County,15400,2434,29.7,1745,223,71.7,4.8,840,209,35.0,7.8
"Amarillo, TX",Potter County,14401,6702,27.5,1881,296,28.1,3.5,275,152,14.2,7.6
,Caldwell County,960400,3754,27.3,2490,308,66.3,6.0,661,353,18.0,9.5
,Caldwell County,960500,8327,27,4495,487,54.0,4.2,2228,506,27.6,5.9
,Caldwell County,960300,4516,20.8,2036,437,45.1,8.8,714,426,16.2,9.6
,Caldwell County,960700,5951,23.7,2632,522,44.2,8.2,924,534,16.0,9.2
,Caldwell County,960600,2168,20,288,140,13.3,6.1,177,107,8.2,4.8
,Caldwell County,960200,4986,25.6,2574,368,51.6,5.6,357,142,10.5,4.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30801,3944,26.8,1229,434,31.2,10.6,446,397,11.3,10.0
,Collin County,30702,4762,23.8,1865,527,39.2,10.2,1127,569,23.7,11.7
,Collin County,30701,3510,26.2,1435,566,40.9,14.3,1191,542,35.7,14.7
,Collin County,30605,6868,22.2,1146,266,16.7,3.6,146,113,2.2,1.7
,Collin County,30531,5630,13.7,315,127,5.6,2.2,283,261,5.0,4.6
"Houston, TX",Harris County,210500,5452,29.9,4153,474,76.2,3.7,2178,519,40.0,8.6
,Kerr County,960600,8212,23.8,3301,444,40.2,5.0,1998,578,27.3,7.8
"Houston, TX",Harris County,221400,6495,31.6,5863,661,90.3,4.3,3709,715,57.1,9.3
"Houston, TX",Harris County,221500,9046,31.4,7213,884,79.7,6.0,3754,1105,41.8,11.6
,Collin County,30525,6426,15.8,521,220,8.1,3.4,286,237,4.5,3.8
,Collin County,30526,8917,20.2,921,392,10.3,4.3,383,294,4.3,3.3
,Collin County,30516,5947,19.9,1432,603,24.1,9.9,1035,692,17.5,11.6
,Collin County,30523,9387,18.6,1393,654,14.8,6.9,833,552,8.9,5.8
"Dallas--Fort Worth--Arlington, TX",Collin County,30511,5147,17.1,640,201,12.4,3.8,182,173,3.5,3.4
"Houston, TX",Harris County,210600,5750,25.1,4715,691,82.0,7.2,814,396,14.3,6.7
"Houston, TX",Harris County,210700,2225,28.7,1580,291,71.0,7.2,874,366,39.3,15.3
"Dallas--Fort Worth--Arlington, TX",Collin County,31411,5332,14.5,691,345,13.0,6.4,151,130,2.8,2.4
,Palo Pinto County,300,3825,16.8,316,146,8.3,3.7,215,131,5.9,3.5
,Palo Pinto County,400,5950,17.8,559,204,9.4,3.3,752,429,13.1,7.3
,Palo Pinto County,200,1942,19.6,300,95,15.4,4.7,295,105,15.3,5.2
"Houston, TX",Harris County,221600,9642,25.7,8058,872,83.6,6.8,2695,778,27.9,7.8
,Palo Pinto County,100,2708,19.9,263,135,9.7,4.8,431,181,15.9,6.3
,Palo Pinto County,500,1435,20.7,238,122,16.6,8.2,280,123,19.6,8.2
"Houston, TX",Harris County,313000,2442,28.6,16,22,0.7,0.9,418,184,17.1,7.3
"Houston, TX",Harris County,543100,2785,24.4,1196,483,42.9,16.0,558,403,20.6,14.6
"Houston, TX",Harris County,420400,3415,18,695,172,20.4,4.9,353,175,10.6,5.2
"Houston, TX",Harris County,511100,3144,24.5,926,258,29.4,7.3,290,221,9.9,7.5
"Houston, TX",Harris County,540200,2968,26.3,1793,296,60.4,8.5,481,264,16.2,8.8
"Houston, TX",Harris County,231100,4672,28.8,2817,661,60.3,11.5,1595,615,34.1,12.3
"Houston, TX",Harris County,231300,4386,29,774,324,17.6,7.2,1521,520,35.1,11.5
"Houston, TX",Harris County,231500,2693,26.2,261,154,9.7,5.5,574,217,22.1,7.6
"Houston, TX",Harris County,231600,2842,23.6,546,190,19.2,6.5,413,158,14.6,5.5
"Houston, TX",Harris County,231700,3588,29.3,3235,395,90.2,4.3,988,339,27.5,8.9
"Houston, TX",Harris County,251700,7660,21,850,399,11.1,5.1,818,442,10.8,5.7
"Houston, TX",Harris County,340900,5091,30,2075,508,40.8,8.9,807,272,15.9,5.1
"Houston, TX",Harris County,252900,8173,21,2173,687,26.6,8.1,1287,635,15.8,7.7
"Houston, TX",Harris County,230300,2066,29.4,572,258,27.7,10.0,1114,535,54.2,21.5
"Houston, TX",Harris County,542200,17872,22.9,9130,1027,51.1,5.0,2057,910,11.5,5.0
"Houston, TX",Harris County,423500,1973,15.2,420,92,21.3,4.3,109,79,5.5,4.0
"Houston, TX",Harris County,420100,3101,31.6,1158,269,37.3,7.8,1031,300,33.2,9.0
"Houston, TX",Harris County,521500,5766,24.4,3644,514,63.2,7.3,1123,387,19.5,6.5
"Houston, TX",Harris County,241400,8129,19.7,2318,937,28.5,11.2,575,496,7.2,6.2
"Houston, TX",Harris County,343100,4611,18.9,1009,202,21.9,4.2,491,281,10.7,6.1
"Houston, TX",Harris County,310400,3693,29.5,3420,474,92.6,5.1,1513,457,41.0,11.2
"Houston, TX",Harris County,320100,2650,31,2354,321,88.8,6.5,693,230,26.6,8.3
"Houston, TX",Harris County,210800,2514,31.7,1646,381,65.5,11.1,1114,384,44.3,13.6
"Houston, TX",Harris County,210900,1481,29.3,287,200,19.4,13.2,456,212,30.8,13.5
,Kerr County,960800,3458,21.5,969,315,28.0,8.5,867,325,25.2,8.9
,Kerr County,960100,5792,16.8,895,356,15.4,6.0,928,447,16.6,7.8
,Kerr County,960200,3590,11.4,307,149,8.6,4.1,116,67,3.4,1.9
,Kerr County,960700,5116,14,558,206,10.9,3.9,253,163,5.0,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,30510,2998,18,416,154,13.9,5.0,157,101,5.2,3.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30508,5822,16.8,749,307,12.9,5.2,294,229,5.0,3.9
"Dallas--Fort Worth--Arlington, TX",Collin County,30507,1894,13.1,170,112,9.0,5.9,18,21,0.9,1.1
"Dallas--Fort Worth--Arlington, TX",Collin County,30509,2516,17.5,340,131,13.5,5.0,11,14,0.4,0.6
"Dallas--Fort Worth--Arlington, TX",Collin County,31711,2962,21.1,104,70,3.5,2.3,149,88,5.0,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31657,1957,31.7,122,59,6.2,2.9,166,96,8.5,4.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31660,4161,26.8,321,196,7.7,4.7,220,135,5.3,3.2
"Houston, TX",Harris County,231800,2519,26.2,1515,254,60.1,7.9,691,233,27.9,9.0
"Houston, TX",Harris County,231900,5859,25.7,1283,575,21.9,9.3,1200,667,20.5,11.0
,Johnson County,130500,6744,18.2,450,190,6.7,2.8,639,295,9.6,4.4
,Johnson County,130100,4078,19,569,306,13.9,7.3,326,155,8.0,3.7
,Johnson County,130900,3293,26.7,1490,299,45.2,7.4,969,358,29.6,10.4
"Dallas--Fort Worth--Arlington, TX",Johnson County,130207,6820,16.7,678,181,9.9,2.6,302,166,4.4,2.4
,Johnson County,130700,4328,21.2,1211,290,28.0,6.4,619,325,14.3,7.5
"Houston, TX",Harris County,232000,4074,26.6,2362,444,58.0,8.3,910,447,22.5,10.7
"Houston, TX",Harris County,232100,3038,31.1,1897,346,62.4,8.1,849,301,28.4,9.3
"Houston, TX",Harris County,232200,13225,25.8,4998,1295,37.8,9.1,2133,1109,16.2,8.3
"Houston, TX",Harris County,230400,3271,29.7,1717,535,52.5,14.1,722,296,22.8,8.8
"Houston, TX",Harris County,511400,3249,23,1072,359,33.0,10.4,571,357,17.6,10.8
"Houston, TX",Harris County,250900,10204,15.4,634,244,6.2,2.4,388,199,3.8,1.9
,Palo Pinto County,700,3519,20,1147,210,32.6,4.6,637,287,18.1,7.9
,Palo Pinto County,800,2845,25.4,1052,228,37.0,6.8,750,262,26.4,8.7
,Palo Pinto County,900,2551,24.5,639,194,25.1,7.1,838,248,33.2,9.2
"Dallas--Fort Worth--Arlington, TX",Johnson County,130204,11024,17.6,1687,386,15.3,3.4,1083,582,9.8,5.3
"Dallas--Fort Worth--Arlington, TX",Johnson County,130405,5747,16.3,642,387,11.2,6.7,248,277,4.3,4.8
,Johnson County,130408,7507,22.3,1952,493,26.0,6.3,614,266,9.4,4.0
"Dallas--Fort Worth--Arlington, TX",Johnson County,130406,5974,14.5,652,166,10.9,2.6,124,112,2.1,1.9
,Johnson County,130302,4918,24,656,279,13.3,5.6,976,317,21.6,6.8
"Dallas--Fort Worth--Arlington, TX",Johnson County,130410,7191,23.1,1584,598,22.0,8.0,893,443,12.5,6.0
"Houston, TX",Harris County,341600,5668,19.2,811,385,14.3,6.6,409,202,7.2,3.5
"Houston, TX",Harris County,340700,7913,19.8,2163,700,27.3,8.5,869,435,11.1,5.5
"Houston, TX",Harris County,310800,2572,33.2,2350,356,91.4,6.3,906,316,35.2,11.3
"Houston, TX",Harris County,321300,5951,32.1,4887,665,82.1,7.1,1508,527,25.3,8.4
"Houston, TX",Harris County,233300,5332,28.2,4740,508,88.9,5.4,1262,359,23.7,6.4
"Houston, TX",Harris County,232500,3547,26.9,2180,352,61.5,4.9,571,352,21.1,12.6
"Houston, TX",Harris County,232800,5504,30.3,2875,583,52.2,9.1,983,448,18.1,8.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30601,10124,16.9,879,523,8.7,5.1,602,460,6.0,4.5
"Houston, TX",Harris County,454400,541,33.6,157,74,29.0,12.9,48,60,8.9,11.0
,Newton County,950100,2730,18.9,11,20,0.4,0.7,250,214,9.2,7.8
,Newton County,950300,2368,21.8,65,73,2.7,3.0,308,169,13.0,6.7
,Newton County,950400,4073,18.9,199,102,4.9,2.4,456,227,11.2,5.4
,Newton County,950200,5152,22.2,188,87,3.6,1.6,1065,353,22.1,6.8
"Houston, TX",Harris County,240400,6882,26.2,3410,500,49.5,6.1,1836,677,26.7,9.6
"Houston, TX",Harris County,532200,2837,32.4,1473,370,51.9,10.7,975,304,34.4,9.5
"Dallas--Fort Worth--Arlington, TX",Collin County,32008,4076,18.5,1023,257,25.1,5.8,382,314,9.4,7.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31629,3758,20.4,661,290,17.6,7.6,518,242,13.9,6.4
"Houston, TX",Harris County,555200,6925,21.9,2358,419,34.0,5.6,712,308,10.3,4.4
"Houston, TX",Harris County,431600,3354,12.9,310,178,9.2,5.2,85,53,2.6,1.6
"Houston, TX",Harris County,430100,6343,20.3,675,240,10.6,3.6,214,134,3.5,2.1
"Houston, TX",Harris County,340400,1397,7.8,140,75,10.0,5.3,45,47,3.2,3.4
"Houston, TX",Harris County,310900,5196,31.8,4837,634,93.1,4.5,1726,403,33.3,6.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31658,4479,31.2,609,318,13.6,7.0,449,309,10.0,6.8
"Houston, TX",Harris County,252500,4389,29.2,2806,626,63.9,9.7,1992,674,46.2,13.8
"Houston, TX",Harris County,452300,2586,24.7,1267,358,49.0,12.7,463,220,18.0,8.3
"Houston, TX",Harris County,412500,1816,18.9,159,71,8.8,3.9,116,57,6.4,3.1
"Dallas--Fort Worth--Arlington, TX",Collin County,31656,2466,23.7,298,199,12.1,8.0,6,9,0.2,0.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30505,3496,29.4,262,203,7.5,5.7,98,85,2.8,2.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31661,2838,17.1,128,84,4.5,2.9,46,63,1.6,2.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31408,3301,15.9,268,169,8.1,5.1,327,230,9.9,6.9
"Houston, TX",Harris County,531000,3745,20.5,1389,272,37.1,6.8,446,165,11.9,4.3
"Houston, TX",Harris County,552200,6229,24.2,1645,605,26.4,9.2,1300,553,20.9,8.6
"Houston, TX",Harris County,341700,2568,19.4,619,175,24.1,6.0,253,129,9.8,4.8
"Houston, TX",Harris County,333500,6678,32,5167,683,77.4,6.6,2114,689,32.1,9.9
"Houston, TX",Harris County,321800,4331,25.8,3746,503,86.5,4.5,939,465,21.9,10.5
"Houston, TX",Harris County,311200,5377,29.8,4826,596,89.8,5.2,1887,602,35.3,10.6
"Houston, TX",Harris County,211000,1914,29.3,576,226,30.1,11.0,585,228,30.7,11.1
"Houston, TX",Harris County,211100,6040,30.2,2913,433,48.2,3.0,3105,830,52.0,12.1
"Houston, TX",Harris County,211200,2687,30.1,891,165,33.2,4.5,1239,460,46.1,16.1
"Houston, TX",Harris County,211300,5079,31.5,1699,520,33.5,9.5,2439,494,48.0,8.0
"Houston, TX",Harris County,211400,3789,32,1244,254,32.8,5.2,1338,411,35.3,9.8
"Houston, TX",Harris County,221700,8948,28.7,7920,1057,88.5,7.2,3162,1074,35.3,11.4
"Houston, TX",Harris County,232600,3211,21.2,2684,427,83.6,9.5,230,157,7.2,4.8
"Houston, TX",Harris County,453200,7245,31.9,4009,873,55.3,9.6,2402,847,33.6,11.0
"Houston, TX",Harris County,413000,4008,21.3,585,208,14.6,5.1,144,68,3.6,1.7
"Houston, TX",Harris County,420800,2632,11.2,92,63,3.5,2.4,49,31,1.9,1.2
"Houston, TX",Harris County,251800,2096,19.1,526,262,25.1,12.0,50,45,2.4,2.1
"Houston, TX",Harris County,252600,7496,27.1,4896,894,65.3,9.3,2598,899,35.1,11.5
"Houston, TX",Harris County,540700,7771,19.7,3158,492,40.6,5.7,1055,435,13.6,5.5
"Austin, TX",Williamson County,20403,2028,20.5,301,181,14.8,8.7,282,158,14.1,7.7
"Austin, TX",Williamson County,20404,3627,17.1,423,242,11.7,6.6,186,167,5.1,4.6
,Terrell County,950100,809,23.8,490,152,60.6,14.4,136,75,16.8,8.7
,Shackelford County,950300,3359,20.2,354,0,10.5,0.0,569,161,17.1,4.8
"Houston, TX",Harris County,232900,7294,28.8,2661,614,36.5,7.6,1140,533,15.7,7.2
"Houston, TX",Harris County,542900,12930,22.4,5339,792,41.3,5.0,1216,648,9.4,5.0
"Houston, TX",Harris County,510700,3209,24.8,483,197,15.1,6.0,137,110,4.3,3.4
"Houston, TX",Harris County,252800,6692,25.4,1666,562,24.9,8.0,1487,755,22.2,11.1
"Houston, TX",Harris County,553900,8004,14.1,794,231,9.9,2.8,168,122,2.1,1.5
"Houston, TX",Harris County,411600,2471,16.2,377,179,15.3,7.1,87,57,3.5,2.3
"Houston, TX",Harris County,332900,5018,29.2,4111,538,81.9,5.6,1553,505,31.8,9.7
"Houston, TX",Harris County,253200,10042,23.3,3660,825,36.5,7.5,2354,1070,23.5,10.5
"Houston, TX",Harris County,221800,3712,29.9,3297,543,88.8,7.0,1306,479,35.9,12.1
"Austin, TX",Caldwell County,960101,5402,25.3,2982,502,55.2,7.5,963,370,17.9,6.7
,Caldwell County,960102,3766,22.3,1349,472,35.8,11.7,595,304,16.5,8.2
"Dallas--Fort Worth--Arlington, TX",Collin County,30514,6890,15.7,1086,316,15.8,4.5,71,96,1.0,1.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31317,8636,14.6,705,217,8.2,2.5,290,246,3.4,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31410,9191,16,858,238,9.3,2.5,477,318,5.2,3.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31508,6211,20.8,935,517,15.1,8.2,482,249,7.9,4.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31405,19575,15.7,1188,379,6.1,1.9,130,96,0.7,0.5
"Houston, TX",Harris County,221900,3937,28.1,3633,663,92.3,8.2,1364,579,34.7,13.6
"Houston, TX",Harris County,222000,2592,25.8,2116,261,81.6,2.7,730,364,28.2,13.6
"Houston, TX",Harris County,520400,3539,30.5,2715,473,76.7,9.6,1469,435,41.7,11.3
"Houston, TX",Harris County,350700,2434,14,656,302,26.9,12.0,117,75,4.9,3.1
"Houston, TX",Harris County,341400,5263,15.1,785,253,14.9,4.7,212,134,4.2,2.6
"Houston, TX",Harris County,310600,5731,29.2,5136,663,89.6,6.2,1024,378,17.9,6.3
"Houston, TX",Harris County,254700,2677,23.4,855,330,31.9,11.7,225,115,8.4,4.2
"Houston, TX",Harris County,322600,5786,23.3,4077,645,70.5,9.4,773,311,13.4,5.3
"Houston, TX",Harris County,310700,3956,28.2,3323,440,84.0,5.6,1164,459,29.6,11.2
"Houston, TX",Harris County,231200,7151,32.3,1600,564,22.4,7.2,2738,920,38.3,11.6
"Houston, TX",Harris County,222100,5168,26.6,4162,695,80.5,7.8,1428,489,27.7,8.7
"Houston, TX",Harris County,222200,3832,29.8,3370,512,87.9,7.1,1599,480,42.6,11.7
"Houston, TX",Harris County,222300,4452,28.2,3725,724,83.7,9.0,1629,654,36.9,13.6
"Houston, TX",Harris County,211900,5529,28.4,5081,656,91.9,2.6,1633,654,30.0,11.4
"Austin, TX",Williamson County,20405,6237,24.8,1715,387,27.5,5.8,540,282,8.7,4.5
"Houston, TX",Harris County,422000,2857,13.7,516,337,18.1,11.6,218,298,7.7,10.4
"Austin, TX",Williamson County,20406,6036,29.3,1595,429,26.4,6.5,488,223,8.1,3.6
"Austin, TX",Williamson County,20503,4980,16.2,594,160,11.9,3.1,320,160,6.5,3.2
"Austin, TX",Williamson County,20504,9052,29.2,3831,866,42.3,8.6,2521,912,27.9,9.7
"Austin, TX",Williamson County,20602,5063,20.8,1861,410,36.8,7.6,533,241,10.6,4.7
"Houston, TX",Harris County,211500,7552,29.5,6889,700,91.2,2.2,2384,691,31.8,8.6
"Houston, TX",Harris County,211600,3061,28.8,2459,400,80.3,4.5,778,332,25.8,10.3
"Houston, TX",Harris County,211700,3747,30.3,1197,434,31.9,10.4,1710,485,46.5,10.9
"Dallas--Fort Worth--Arlington, TX",Collin County,32013,5989,26.7,1673,417,27.9,6.7,1063,419,17.8,6.9
"Dallas--Fort Worth--Arlington, TX",Collin County,31654,3996,14.7,228,164,5.7,4.1,179,200,4.5,5.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31655,4873,21.9,476,154,9.8,3.0,668,417,13.7,8.5
"Dallas--Fort Worth--Arlington, TX",Collin County,31807,4997,14.5,504,365,10.1,7.3,352,190,7.0,3.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31664,4128,10.7,360,187,8.7,4.5,15,19,0.4,0.5
"Houston, TX",Harris County,531200,2870,23.2,927,517,32.3,16.9,593,475,20.7,16.1
"Houston, TX",Harris County,342900,6089,16.9,1066,350,17.5,5.6,711,462,11.7,7.6
"Houston, TX",Harris County,312300,1872,29.7,324,181,17.3,9.3,819,208,43.8,8.8
,Presidio County,950100,2588,26.3,1615,248,62.4,8.0,459,203,17.9,7.8
,Presidio County,950200,4891,27.1,4457,203,91.1,0.3,1138,396,23.3,8.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31663,3501,17.6,224,159,6.4,4.5,96,79,2.7,2.2
"Houston, TX",Harris County,253100,9543,20.3,3466,500,36.3,4.7,496,279,5.2,2.9
"Houston, TX",Harris County,553200,6306,27.2,1697,485,26.9,6.9,1265,575,20.6,9.0
"Houston, TX",Harris County,332000,5330,30.8,966,396,18.1,7.2,2255,449,42.9,7.6
