GIDTR,County_name,Tract,Tot_Population_ACS_10_14,Low_Response_Score,Hispanic_ACS_10_14,Hispanic_ACSMOE_10_14,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,Prs_Blw_Pov_Lev_ACS_10_14,Prs_Blw_Pov_Lev_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
48113016412,Dallas County,16412,4479,16.3,1017,284,22.71,6.19,92,72,2.05,1.6
48113016413,Dallas County,16413,6546,23.3,2018,634,30.83,9.26,384,243,5.89,3.69
48113016502,Dallas County,16502,6963,24.3,3116,521,44.75,6.46,910,443,13.17,6.31
48113016509,Dallas County,16509,6053,20.9,1941,509,32.07,7.97,707,345,11.72,5.63
48113016510,Dallas County,16510,12253,24.4,4438,609,36.22,4.35,1730,763,14.14,6.17
48113016511,Dallas County,16511,3612,23.6,1006,312,27.85,8.01,648,307,17.98,8.25
48113016513,Dallas County,16513,5243,14.3,905,194,17.26,3.56,298,175,5.68,3.32
48113016514,Dallas County,16514,7395,21.1,1551,456,20.97,5.94,422,249,5.71,3.34
48113016516,Dallas County,16516,5844,24.8,3460,432,59.21,5.3,904,373,15.65,6.31
48113016517,Dallas County,16517,4142,24.3,1407,277,33.97,5.82,646,308,15.6,7.29
48113016518,Dallas County,16518,5000,23,1533,332,30.66,5.95,604,323,12.29,6.48
48113016519,Dallas County,16519,2508,13.8,921,172,36.72,6.29,114,107,4.55,4.25
48113016520,Dallas County,16520,7869,30.7,3752,695,47.68,5.19,1684,643,22.65,8.32
48113016521,Dallas County,16521,5292,31.3,1360,447,25.7,7.88,1313,562,29.01,11.74
48113016522,Dallas County,16522,3553,19.1,991,402,27.89,10.83,378,269,11.89,8.33
48113016523,Dallas County,16523,4549,16.2,679,230,14.93,4.88,92,66,2.02,1.44
48113016605,Dallas County,16605,7626,32.5,2444,783,32.05,9.51,3122,982,41.88,12.18
48113016606,Dallas County,16606,7202,24.6,1787,714,24.81,9.52,984,525,14,7.3
48113016607,Dallas County,16607,3305,38.1,358,168,10.83,4.97,957,253,29.09,7.15
48113016610,Dallas County,16610,4312,25.9,325,115,7.54,2.58,918,391,21.29,8.87
48113016611,Dallas County,16611,6487,24.3,846,580,13.04,8.84,1349,836,21.21,12.95
48113016612,Dallas County,16612,13353,19.3,1504,231,11.26,1.52,366,263,2.75,1.97
48113016615,Dallas County,16615,3967,24.7,590,176,14.87,4.31,510,221,12.86,5.49
48113016616,Dallas County,16616,5886,24.1,1365,389,23.19,6.3,701,391,11.94,6.58
48113016617,Dallas County,16617,4647,15.6,460,228,9.9,4.8,197,156,4.29,3.37
48113016618,Dallas County,16618,4357,23.3,433,142,9.94,3.13,726,302,17.14,6.95
48113016619,Dallas County,16619,3790,26.3,680,189,17.94,4.73,630,317,16.62,8.23
48113016620,Dallas County,16620,5225,20.4,371,164,7.1,3.06,518,296,9.91,5.58
48113016621,Dallas County,16621,4813,28.1,1051,344,21.84,6.83,828,364,17.2,7.38
48113016622,Dallas County,16622,4168,26.4,548,260,13.15,6.05,329,183,7.94,4.32
48113016623,Dallas County,16623,6331,25,1681,379,26.55,5.48,844,426,13.33,6.62
48113016624,Dallas County,16624,3075,21.8,679,201,22.08,6.19,211,155,6.91,5.03
48113016625,Dallas County,16625,9600,25.5,1312,316,13.67,3.16,802,391,8.35,4.03
48113016626,Dallas County,16626,4734,27,1344,383,28.39,7.48,1206,496,25.91,10.25
48113016701,Dallas County,16701,6564,26.2,300,143,4.57,2.12,1566,518,23.86,7.47
48113016703,Dallas County,16703,10687,28.5,3001,643,28.08,5.7,2181,666,20.82,6.19
48113016704,Dallas County,16704,4156,25.7,1034,302,24.88,6.82,732,374,17.68,8.86
48113016705,Dallas County,16705,7121,27.7,1377,663,19.34,9.09,1330,512,18.9,7
48113016802,Dallas County,16802,3271,21.8,779,178,23.82,4.91,292,189,8.93,5.71
48113016803,Dallas County,16803,5830,25,1186,737,20.34,12.44,1001,561,17.44,9.57
48113016804,Dallas County,16804,8317,27.2,1111,487,13.36,5.75,914,467,11.1,5.6
48113016902,Dallas County,16902,6451,26.9,2286,232,35.44,3.52,1032,361,22.98,8
48113016903,Dallas County,16903,4787,26.9,2427,292,50.7,5.25,1461,506,33.46,11.33
48113017001,Dallas County,17001,9173,25.5,2374,689,25.88,7.25,1305,541,18.26,7.36
48113017003,Dallas County,17003,9961,24.7,4594,587,46.12,4.93,1528,601,15.34,5.94
48113017004,Dallas County,17004,8587,28.2,5683,995,66.18,9.13,2417,860,28.25,9.58
48113017101,Dallas County,17101,5105,24.7,2402,461,47.05,7.36,638,267,12.57,5.07
48113017102,Dallas County,17102,4565,26,2722,405,59.63,6.71,998,339,21.97,7.15
48113017201,Dallas County,17201,5676,29.9,3250,581,57.26,8.2,2091,630,36.84,10.37
48113017202,Dallas County,17202,8868,28.9,4043,695,45.59,7.03,2138,619,24.35,6.82
48113017301,Dallas County,17301,6066,24,3456,583,56.97,8.57,948,430,15.63,6.99
48113017303,Dallas County,17303,7312,19.3,2307,632,31.55,7.89,1003,628,13.72,8.45
48113017304,Dallas County,17304,10233,17.5,3366,909,32.89,8.52,1214,1046,11.9,10.21
48113017305,Dallas County,17305,9980,20,2054,852,20.58,8.44,1192,555,11.96,5.52
48113017306,Dallas County,17306,8032,22.6,3114,694,38.77,7.94,1466,540,18.25,6.53
48113017400,Dallas County,17400,5565,20.3,1768,485,31.77,8.28,752,376,13.83,6.81
48113017500,Dallas County,17500,3930,18.7,676,323,17.2,7.94,712,404,18.12,10.03
48113017602,Dallas County,17602,4250,22.4,1798,498,42.31,10.95,926,473,21.79,10.92
48113017604,Dallas County,17604,3353,25.7,1812,343,54.04,8.74,436,208,13,6.07
48113017605,Dallas County,17605,4072,27.8,2614,598,64.19,11.64,1239,679,30.43,16.13
48113017606,Dallas County,17606,4725,25.3,2245,466,47.51,8.66,876,404,18.54,8.35
48113017702,Dallas County,17702,7972,23.6,1286,598,16.13,7.3,1439,581,18.16,7.07
48113017703,Dallas County,17703,4517,27.8,1809,382,40.05,7.42,1526,461,33.78,9.61
48113017704,Dallas County,17704,5588,26.5,2564,581,45.88,9.48,1105,372,20.41,6.62
48113017804,Dallas County,17804,6931,25.7,3035,610,43.79,7.58,1776,713,26.03,10.09
48113017805,Dallas County,17805,6398,24.3,2577,809,40.28,12.01,1068,526,16.77,8.09
48113017806,Dallas County,17806,4715,26,2440,557,51.75,10.73,1075,420,22.83,8.65
48113017807,Dallas County,17807,6615,27.3,3378,665,51.07,8.83,855,424,13.19,6.44
48113017808,Dallas County,17808,4629,21.2,890,252,19.23,5.25,320,246,6.91,5.29
48113017811,Dallas County,17811,4423,19.1,1442,275,32.6,5.46,387,202,8.92,4.59
48113017812,Dallas County,17812,2354,21.6,753,162,31.99,5.92,272,191,11.55,8.01
48113017813,Dallas County,17813,5791,28.6,1401,547,24.19,8.84,655,401,11.42,6.81
48113017814,Dallas County,17814,5684,21.2,1277,352,22.47,5.96,347,218,6.12,3.82
48113017900,Dallas County,17900,5141,24.9,2904,617,56.49,9.9,958,436,18.63,8.18
48113018001,Dallas County,18001,6056,23,1955,483,32.28,7.04,870,495,14.5,8.07
48113018002,Dallas County,18002,3464,23.8,1577,469,45.53,12.54,795,330,23.02,9.18
48113018104,Dallas County,18104,7217,19.1,973,237,13.48,3.17,407,363,5.64,5.02
48113018105,Dallas County,18105,6275,24.7,3826,375,60.97,4.89,1319,435,21.05,6.84
48113018110,Dallas County,18110,4860,13.8,479,201,9.86,4.08,363,225,7.47,4.6
48113018111,Dallas County,18111,6934,24.4,2973,498,42.88,5.52,1669,725,24.07,10.13
48113018118,Dallas County,18118,7825,23.1,1261,412,16.12,5.18,489,283,6.25,3.6
48113018120,Dallas County,18120,5253,19.2,2288,585,43.56,10.19,468,340,8.91,6.41
48113018121,Dallas County,18121,5840,22.5,2362,460,40.45,7.39,785,444,13.49,7.57
48113018122,Dallas County,18122,13507,18.6,2620,639,19.4,4.65,573,420,4.25,3.11
48113018123,Dallas County,18123,7597,21.1,1843,647,24.26,8.15,627,359,8.36,4.71
48113018124,Dallas County,18124,16812,17.3,2893,429,17.21,2.38,219,187,1.3,1.11
48113018126,Dallas County,18126,6685,19.9,2719,842,40.67,11.3,349,186,5.23,2.69
48113018127,Dallas County,18127,3365,22.6,1759,297,52.27,7.4,315,179,9.36,5.25
48113018128,Dallas County,18128,5650,26.5,2454,390,43.43,6.18,999,368,17.68,6.39
48113018129,Dallas County,18129,4420,20.3,953,227,21.56,4.66,223,198,5.34,4.71
48113018130,Dallas County,18130,3865,27.9,1018,260,26.34,6.05,661,260,17.24,6.53
48113018132,Dallas County,18132,5799,20.6,1275,162,21.99,2.52,861,417,15.14,7.29
48113018133,Dallas County,18133,3696,18,1201,252,32.49,6.4,186,122,5.05,3.3
48113018134,Dallas County,18134,5461,17.9,794,318,14.54,5.74,195,111,3.58,2.02
48113018135,Dallas County,18135,4148,21,1001,492,24.13,11.44,177,243,4.27,5.83
48113018136,Dallas County,18136,8295,11.9,1241,418,14.96,4.94,330,243,3.98,2.92
48113018137,Dallas County,18137,3756,22.6,912,253,24.28,6.27,260,152,6.94,4
48113018138,Dallas County,18138,4610,28.9,1131,470,24.53,9.83,623,313,13.51,6.63
48113018139,Dallas County,18139,7208,18.3,1889,547,26.21,7.26,1135,552,15.75,7.54
48113018140,Dallas County,18140,5279,19.8,1498,607,28.38,11.3,576,533,10.91,10.06
48113018141,Dallas County,18141,3436,29.6,999,350,29.07,9.3,598,340,17.4,9.58
48113018142,Dallas County,18142,3303,20.6,1008,169,30.52,4.57,275,285,8.33,8.61
48113018203,Dallas County,18203,6455,23,3410,439,52.83,5.31,1067,361,16.53,5.43
48113018204,Dallas County,18204,4598,27.3,3547,498,77.14,8.17,1121,457,24.38,9.68
48113018205,Dallas County,18205,4707,27.6,2991,364,63.54,6.36,1068,396,22.69,8.26
48113018206,Dallas County,18206,5080,25.2,3791,402,74.63,5.71,1215,380,23.92,7.27
48113018300,Dallas County,18300,7134,23.6,4477,851,62.76,9.97,1030,474,14.44,6.47
48113018401,Dallas County,18401,5192,25.1,2949,541,56.8,9.3,1648,471,31.74,8.68
48113018402,Dallas County,18402,3984,18.4,1631,411,40.94,9.03,243,214,6.22,5.42
48113018403,Dallas County,18403,854,34.5,409,117,47.89,11.67,139,82,16.28,9.29
48113018501,Dallas County,18501,3996,24.6,2363,459,59.13,9.12,1143,481,28.6,11.55
48113018503,Dallas County,18503,5404,35.8,1217,448,22.52,7.78,1990,594,36.82,9.94
48113018505,Dallas County,18505,3800,35.8,1772,469,46.63,10.97,796,300,20.95,7.47
48113018506,Dallas County,18506,3297,39.3,1195,388,36.25,10.15,843,389,25.57,11.03
48113018600,Dallas County,18600,3509,19.3,1499,364,42.72,9.53,790,464,22.51,13.05
48113018700,Dallas County,18700,6642,26.9,4850,752,73.02,6.89,1747,566,26.3,7.88
48113018801,Dallas County,18801,4582,21.9,2313,488,50.48,9.43,1205,436,26.3,9.16
48113018802,Dallas County,18802,967,27.8,261,67,26.99,5.87,248,154,25.78,15.59
48113018900,Dallas County,18900,6368,24.2,3126,540,49.09,7.28,1125,530,17.7,8.19
48113019004,Dallas County,19004,6273,21.9,1689,593,26.92,9.31,804,387,12.83,6.13
48113019013,Dallas County,19013,5797,38.1,4244,451,73.21,5.19,2878,521,50.38,8.17
48113019014,Dallas County,19014,8226,25.1,4720,771,57.38,6.97,3188,1174,38.94,13.69
48113019016,Dallas County,19016,3238,28.5,922,263,28.47,7.28,1376,455,42.61,13.02
48113019018,Dallas County,19018,5066,26.9,956,438,18.87,8.27,1129,550,22.29,10.44
48113019019,Dallas County,19019,7466,30.4,2237,589,29.96,7.35,2332,760,31.39,9.78
48113019020,Dallas County,19020,5315,20.6,692,325,13.02,6.02,659,334,12.4,6.2
48113019021,Dallas County,19021,7385,23.4,2754,629,37.29,7.67,1540,658,20.85,8.67
48113019023,Dallas County,19023,4758,17.7,431,254,9.06,5.29,165,113,3.47,2.36
48113019024,Dallas County,19024,4487,17.5,873,296,19.46,6.35,582,336,12.97,7.39
48113019025,Dallas County,19025,5093,15.1,943,259,18.52,5,233,209,4.58,4.1
48113019026,Dallas County,19026,5439,17,1417,357,26.05,6.28,693,383,13.01,7.12
48113019027,Dallas County,19027,5167,25.5,968,275,18.73,5.16,343,163,6.65,3.13
48113019028,Dallas County,19028,3596,21.1,1225,354,34.07,9.4,405,198,11.26,5.42
48113019029,Dallas County,19029,5653,22.4,1367,419,24.18,7.11,932,327,16.78,5.71
48113019031,Dallas County,19031,6113,16.4,944,171,15.44,2.67,345,207,5.86,3.49
48113019032,Dallas County,19032,4194,24.6,2570,345,61.28,6.93,832,348,19.84,8.17
48113019033,Dallas County,19033,4505,25.7,2747,391,60.98,6.95,1426,510,31.92,11.09
48113019034,Dallas County,19034,4440,30.1,720,273,16.22,5.97,990,266,22.33,5.65
48113019035,Dallas County,19035,4623,32.6,2114,489,45.73,9.01,1284,433,27.77,8.74
48113019036,Dallas County,19036,2933,11.4,268,207,9.14,7.01,77,83,2.63,2.82
48113019037,Dallas County,19037,3670,15.4,759,288,20.68,7.6,279,122,7.84,3.36
48113019038,Dallas County,19038,815,31.7,39,27,4.79,3.16,53,57,6.5,6.86
48113019039,Dallas County,19039,5865,20.7,594,289,10.13,4.81,719,568,12.26,9.6
48113019040,Dallas County,19040,5799,26.3,396,213,6.83,3.62,464,306,8,5.22
48113019041,Dallas County,19041,2755,15.3,294,203,10.67,7.32,95,89,3.45,3.22
48113019042,Dallas County,19042,5183,21.4,836,227,16.13,4.28,233,119,4.5,2.28
48113019043,Dallas County,19043,7402,12.2,410,402,5.54,5.41,147,88,1.99,1.18
48113019100,Dallas County,19100,5835,21.4,1201,280,20.58,4.46,623,425,10.79,7.3
48113019202,Dallas County,19202,4975,23,2123,464,42.67,8.67,1476,462,29.67,8.97
48113019203,Dallas County,19203,3933,15.1,432,117,10.98,2.9,441,228,11.21,5.76
48113019204,Dallas County,19204,9316,26.3,5205,1163,55.87,10.85,1086,769,11.66,8.15
48113019205,Dallas County,19205,3464,9.1,117,80,3.38,2.3,56,38,1.62,1.09
48113019206,Dallas County,19206,5979,21.5,726,372,12.14,6.17,1790,346,30.47,5.52
48113019208,Dallas County,19208,7020,31.2,4681,740,66.68,8.56,2699,665,38.45,8.78
48113019210,Dallas County,19210,3999,9.3,122,85,3.05,2.12,109,73,2.73,1.82
48113019211,Dallas County,19211,5278,19.6,1090,298,20.65,5.32,468,232,9.39,4.58
48113019212,Dallas County,19212,4295,42.5,4104,507,95.55,5.77,2346,605,54.62,12.8
48113019213,Dallas County,19213,3293,29.9,1975,484,59.98,12.21,1414,379,42.94,9.91
48113019301,Dallas County,19301,2960,10.9,66,48,2.23,1.62,0,13,0,0.44
48113019302,Dallas County,19302,5151,22.7,487,177,9.45,3.39,306,125,11.98,4.8
48113019400,Dallas County,19400,3978,20.8,139,100,3.49,2.5,519,201,13.11,4.98
48113019501,Dallas County,19501,7318,11.3,222,161,3.03,2.2,111,120,1.52,1.64
48113019502,Dallas County,19502,4354,17.5,123,89,2.82,2.03,166,97,3.82,2.22
48113019600,Dallas County,19600,2409,16.1,108,70,4.48,2.87,73,66,3.03,2.72
48113019700,Dallas County,19700,1637,12.1,86,94,5.25,5.71,68,44,4.15,2.65
48113019800,Dallas County,19800,4750,14.1,385,171,8.11,3.57,290,209,6.12,4.39
48113019900,Dallas County,19900,4267,28.9,3639,253,85.28,5.91,1278,391,29.95,9.16
48113020000,Dallas County,20000,4408,19.1,520,75,11.8,1.52,114,112,2.59,2.54
48113020100,Dallas County,20100,2396,26.7,1589,264,66.32,8.22,449,175,18.74,7
48113020200,Dallas County,20200,4025,28.5,339,254,8.42,6.22,1585,563,39.91,13.31
48113020300,Dallas County,20300,2270,30.2,138,117,6.08,5.1,781,213,35.94,8.78
48113020400,Dallas County,20400,5681,31.3,972,280,17.11,4.55,1655,455,29.13,7.32
48113020500,Dallas County,20500,5314,34.4,1324,350,24.92,5.93,2850,637,55.9,10.84
48113020600,Dallas County,20600,2449,10.4,218,137,8.9,5.55,32,20,1.31,0.81
48113020700,Dallas County,20700,4333,19,764,281,17.63,6.28,52,44,1.2,1.01
48113980000,Dallas County,980000,0,,0,13,,,0,13,,
48113980100,Dallas County,980100,0,42,0,13,,,0,13,,
48115950401,Dawson County,950401,4513,21.3,2376,298,52.65,5.31,626,265,13.87,5.78
48115950402,Dawson County,950402,3768,28,2287,305,60.7,5.51,498,224,28.46,11.97
48115950500,Dawson County,950500,3643,22,2158,317,59.24,7.02,690,257,18.98,6.87
48115950600,Dawson County,950600,1669,21,563,192,33.73,9.63,378,170,22.66,9.28
48117950300,Deaf Smith County,950300,6206,21.9,3986,356,64.23,3.94,984,438,16.04,7.07
48117950400,Deaf Smith County,950400,5577,23.6,4250,394,76.21,4.44,1087,332,19.7,5.85
48117950500,Deaf Smith County,950500,3763,28.9,3293,446,87.51,5.1,1287,415,35.36,10.64
48117950600,Deaf Smith County,950600,3785,23.3,1823,249,48.16,6.01,285,203,7.62,5.41
48119950100,Delta County,950100,3005,16.9,165,74,5.49,2.43,466,183,15.51,5.99
48119950200,Delta County,950200,2234,19.7,180,74,8.06,3.22,579,155,26.88,6.64
48121020103,Denton County,20103,10687,19.4,2425,520,22.69,4.72,760,280,7.22,2.63
48121020104,Denton County,20104,3271,21.2,486,172,14.86,5.05,83,82,2.54,2.49
48121020105,Denton County,20105,7795,20,1277,487,16.38,6,244,264,3.13,3.37
48121020106,Denton County,20106,6325,18.8,1009,477,15.95,7.49,167,116,2.66,1.84
48121020107,Denton County,20107,5309,18.4,726,188,13.67,3.46,265,113,4.99,2.11
48121020108,Denton County,20108,12748,19.1,2001,547,15.7,4.18,555,423,4.35,3.31
48121020109,Denton County,20109,3101,17.5,354,82,11.42,2.52,20,47,0.64,1.51
48121020110,Denton County,20110,5503,15.4,617,148,11.21,2.57,105,128,1.92,2.34
48121020111,Denton County,20111,4124,13.7,666,340,16.15,8.18,46,62,1.12,1.5
48121020112,Denton County,20112,3157,16.4,433,154,13.72,4.77,83,64,2.63,2.02
48121020113,Denton County,20113,10292,19.6,2476,379,24.06,3.23,325,229,3.16,2.21
48121020114,Denton County,20114,9090,22.6,3396,591,37.36,5.1,1567,1069,17.27,11.63
48121020115,Denton County,20115,5245,21,1448,448,27.61,7.94,768,352,14.68,6.52
48121020202,Denton County,20202,9933,19.5,1972,673,19.85,6.62,488,261,4.91,2.6
48121020203,Denton County,20203,5270,21.5,700,197,13.28,3.59,706,377,13.47,7.11
48121020204,Denton County,20204,3817,20.6,311,162,8.15,4.16,260,161,6.81,4.16
48121020205,Denton County,20205,1864,18.1,354,165,18.99,8.52,174,113,9.33,5.95
48121020303,Denton County,20303,10477,16.8,1289,238,12.3,2.19,597,339,5.7,3.22
48121020305,Denton County,20305,7195,12.5,346,129,4.81,1.77,166,146,2.31,2.03
48121020306,Denton County,20306,6637,25.1,1108,253,16.69,3.62,332,190,5,2.84
48121020307,Denton County,20307,9220,18.6,940,311,10.2,3.33,284,216,3.1,2.35
48121020308,Denton County,20308,10046,20.9,1980,560,19.71,5.38,338,221,3.38,2.19
48121020309,Denton County,20309,9021,19,1218,401,13.5,4.32,935,506,10.54,5.65
48121020310,Denton County,20310,2682,6.5,141,120,5.26,4.46,86,61,3.22,2.28
48121020401,Denton County,20401,7162,24.8,1656,468,23.12,6.3,989,401,13.94,5.56
48121020402,Denton County,20402,5093,17.6,572,146,11.23,2.73,495,177,10.35,3.62
48121020403,Denton County,20403,3456,23.1,460,129,13.31,3.53,928,275,26.85,7.57
48121020503,Denton County,20503,6454,24,1519,387,23.54,5.69,1404,356,21.82,5.24
48121020504,Denton County,20504,2914,25.9,953,269,32.7,8.4,635,314,21.95,10.54
48121020505,Denton County,20505,6681,15,931,486,13.94,7.2,217,158,3.25,2.35
48121020506,Denton County,20506,1844,19,432,268,23.43,14.24,72,59,3.9,3.16
48121020601,Denton County,20601,5645,29.5,1999,601,35.41,8.87,1507,360,39.13,8.58
48121020602,Denton County,20602,8345,24.9,3205,631,38.41,6.83,1175,530,14.19,6.29
48121020700,Denton County,20700,3234,28.2,334,145,10.33,4.26,1431,293,45.92,7.41
48121020800,Denton County,20800,4912,30.8,751,277,15.29,5.41,1761,396,35.85,7.14
48121020900,Denton County,20900,4987,33.2,1538,296,30.84,5.35,1396,243,50.05,6.99
48121021000,Denton County,21000,6142,30.8,1247,337,20.3,5.07,1446,300,51.31,9.52
48121021100,Denton County,21100,2617,31.8,363,119,13.87,4.37,1373,213,52.71,6.61
48121021201,Denton County,21201,6247,35.7,1251,365,20.03,5.55,2220,526,35.54,7.76
48121021202,Denton County,21202,5178,25.5,1874,392,36.19,6.76,1035,348,29.25,9.56
48121021301,Denton County,21301,3797,36,532,172,14.01,4.16,1902,421,50.09,9.03
48121021303,Denton County,21303,7351,17.9,886,484,12.05,6.53,808,558,12.51,8.58
48121021304,Denton County,21304,5455,23.1,1225,563,22.46,9.99,518,257,9.5,4.58
48121021305,Denton County,21305,3795,17.7,468,223,12.33,5.78,494,237,13.02,6.15
48121021403,Denton County,21403,10533,20,1709,548,16.23,5.11,372,152,3.53,1.43
48121021404,Denton County,21404,8478,16.4,883,179,10.42,2.03,266,165,3.14,1.94
48121021405,Denton County,21405,9587,25.3,3190,827,33.27,7.95,1854,989,19.43,10.18
48121021406,Denton County,21406,7470,17.4,1561,384,20.9,4.91,89,68,1.2,0.91
48121021407,Denton County,21407,6669,19.6,1812,475,27.17,6.61,976,560,14.66,8.29
48121021408,Denton County,21408,6350,18.4,575,193,9.06,2.95,344,199,5.44,3.11
48121021409,Denton County,21409,8265,17.5,902,236,10.91,2.77,942,596,11.4,7.17
48121021502,Denton County,21502,4572,26.3,1973,408,43.15,8.26,784,425,17.46,9.36
48121021505,Denton County,21505,6117,18.7,1157,450,18.91,7.21,473,429,7.73,6.99
48121021512,Denton County,21512,4855,12.4,301,222,6.2,4.56,214,140,4.43,2.89
48121021513,Denton County,21513,3561,10.1,221,152,6.21,4.25,18,22,0.51,0.62
48121021514,Denton County,21514,4306,10.3,322,141,7.48,3.25,9,15,0.21,0.35
48121021515,Denton County,21515,8447,15.6,2033,583,24.07,6.68,396,260,4.69,3.06
48121021516,Denton County,21516,6479,19.2,1071,277,16.53,4.05,357,240,5.52,3.68
48121021517,Denton County,21517,2745,27.3,358,181,13.04,6.51,175,154,6.38,5.59
48121021518,Denton County,21518,3077,14.4,126,100,4.09,3.23,28,35,0.91,1.13
48121021519,Denton County,21519,13157,21.8,2507,524,19.05,3.85,1211,884,9.26,6.74
48121021520,Denton County,21520,3750,18.6,577,221,15.39,5.77,202,147,5.43,3.93
48121021521,Denton County,21521,4348,17.5,884,438,20.33,9.94,277,223,6.37,5.1
48121021522,Denton County,21522,1474,27.3,201,178,13.64,11.64,122,143,8.28,9.5
48121021523,Denton County,21523,3619,19.8,1388,397,38.35,10.05,298,250,8.23,6.84
48121021524,Denton County,21524,1700,13.9,124,92,7.29,5.35,0,13,0,0.76
48121021525,Denton County,21525,8444,14.6,845,273,10.01,3.19,122,145,1.44,1.72
48121021526,Denton County,21526,6585,16.5,382,133,5.8,2,102,92,1.55,1.4
48121021527,Denton County,21527,5944,13.1,475,128,7.99,2.02,333,296,5.73,5.07
48121021611,Denton County,21611,4371,19.2,1060,246,24.25,5.48,384,258,8.79,5.88
48121021612,Denton County,21612,4010,20.7,893,337,22.27,8.2,119,84,2.97,2.08
48121021613,Denton County,21613,5514,27.4,2315,349,41.98,5.85,969,307,17.63,5.49
48121021614,Denton County,21614,3792,21.6,1764,299,46.52,7.25,194,142,5.12,3.73
48121021615,Denton County,21615,4445,18.4,1935,419,43.53,8.6,323,189,7.27,4.2
48121021616,Denton County,21616,3849,25.9,829,293,21.54,7.19,562,206,14.65,5.1
48121021618,Denton County,21618,4557,24.4,2354,795,51.66,16.05,782,440,17.24,9.43
48121021619,Denton County,21619,2888,28.6,1598,468,55.33,13,478,230,16.55,7.42
48121021620,Denton County,21620,1820,36,323,146,17.75,7.7,247,198,13.57,10.74
48121021621,Denton County,21621,3892,11.7,341,163,8.76,4.14,92,86,2.38,2.22
48121021622,Denton County,21622,5217,14.6,464,229,8.89,4.36,442,266,8.47,5.07
48121021623,Denton County,21623,6201,23.7,511,110,8.24,1.63,412,356,6.64,5.71
48121021624,Denton County,21624,6986,25.8,1688,485,24.16,6.46,424,337,6.09,4.8
48121021625,Denton County,21625,5480,20.1,395,163,7.21,2.93,30,29,0.55,0.53
48121021626,Denton County,21626,2105,13.5,67,52,3.18,2.43,150,111,7.13,5.17
48121021627,Denton County,21627,7141,21.8,522,341,7.31,4.75,354,177,5.02,2.48
48121021628,Denton County,21628,6969,20.4,1826,629,26.2,8.8,198,227,2.84,3.25
48121021629,Denton County,21629,6362,17,559,139,8.79,2.02,203,198,3.28,3.18
48121021630,Denton County,21630,4965,22.5,874,292,17.6,5.68,121,130,2.44,2.61
48121021631,Denton County,21631,5534,13.4,840,191,15.18,3.33,283,171,5.11,3.07
48121021632,Denton County,21632,3487,18.7,361,150,10.35,4.24,359,212,10.3,6.04
48121021633,Denton County,21633,4581,14.5,819,391,17.88,8.42,164,137,3.68,3.05
48121021634,Denton County,21634,5311,35.1,1234,409,23.23,7.47,1094,492,20.6,9.12
48121021635,Denton County,21635,4062,31.3,724,386,17.82,9.34,702,444,17.28,10.8
48121021636,Denton County,21636,7244,31.4,1247,448,17.21,6.09,1169,460,16.14,6.27
48121021637,Denton County,21637,4391,28.1,1606,400,36.57,8.4,742,309,16.9,6.85
48121021638,Denton County,21638,3934,27.8,1430,446,36.35,10.52,319,202,8.11,5.05
48121021715,Denton County,21715,4494,14.4,724,299,16.11,6.48,152,105,3.38,2.32
48121021716,Denton County,21716,5261,23.2,1242,550,23.61,10.26,569,433,10.9,8.24
48121021717,Denton County,21717,5968,17.2,1140,304,19.1,4.93,46,41,0.77,0.69
48121021718,Denton County,21718,8810,13.6,936,402,10.62,4.51,110,99,1.25,1.12
48121021719,Denton County,21719,4504,14,173,79,3.84,1.74,131,132,2.93,2.95
48121021720,Denton County,21720,3272,12.1,254,164,7.76,5,23,33,0.7,1.01
48121021721,Denton County,21721,3780,15.7,380,166,10.05,4.34,88,73,2.33,1.92
48121021722,Denton County,21722,3851,20.7,420,174,10.91,4.38,277,195,7.22,5.03
48121021723,Denton County,21723,1729,18,417,234,24.12,13.19,139,185,8.04,10.65
48121021724,Denton County,21724,4148,11.9,265,200,6.39,4.8,123,112,2.97,2.69
48121021725,Denton County,21725,3903,13.2,340,46,8.71,1.03,38,39,0.97,1
48121021726,Denton County,21726,3392,12.8,387,250,11.41,7.31,43,48,1.28,1.43
48121021727,Denton County,21727,4783,17.3,342,202,7.15,4.2,269,205,5.65,4.29
48121021728,Denton County,21728,2256,25.5,945,313,41.89,13.07,594,281,26.33,12.11
48121021729,Denton County,21729,3243,14,336,90,10.36,2.71,148,96,4.56,2.95
48121021730,Denton County,21730,3567,12.7,441,123,12.36,3.39,47,42,1.32,1.18
48121021731,Denton County,21731,3821,15.2,866,393,22.66,10.05,194,152,5.08,3.95
48121021732,Denton County,21732,2052,25.2,517,120,25.19,5.08,147,129,7.16,6.23
48121021733,Denton County,21733,3778,27.3,1670,701,44.2,17.39,567,735,15.01,19.33
48121021734,Denton County,21734,2827,33.7,876,369,30.99,11.57,610,351,21.58,11.68
48121021735,Denton County,21735,3772,31.5,695,339,18.43,8.73,219,147,5.82,3.85
48121021736,Denton County,21736,2467,31.3,358,225,14.51,8.72,115,110,4.66,4.37
48121021737,Denton County,21737,4507,24.1,670,274,14.87,5.95,374,241,8.43,5.38
